Date,Open,High,Low,Close,Volume,Symbol
,MBB.VN,MBB.VN,MBB.VN,MBB.VN,MBB.VN,
2025-12-23,25350.0,25650.0,24900.0,25100.0,22662690,MBB
2025-12-24,25100.0,25550.0,24950.0,25300.0,24910200,MBB
2025-12-25,25250.0,25550.0,25000.0,25000.0,21679920,MBB
2025-12-26,24700.0,25000.0,24200.0,24850.0,24404370,MBB
2025-12-29,24850.0,25000.0,24700.0,24850.0,15881090,MBB
2025-12-30,24900.0,25200.0,24850.0,25000.0,12071900,MBB
2025-12-31,25000.0,25300.0,24950.0,25300.0,23852000,MBB
2026-01-05,25350.0,25750.0,24000.0,25350.0,42133510,MBB
2026-01-06,25450.0,26750.0,25000.0,26650.0,72216880,MBB
2026-01-07,26750.0,26850.0,26450.0,26700.0,34682030,MBB
2026-01-08,26750.0,27150.0,26500.0,26600.0,47614730,MBB
2026-01-09,26750.0,27700.0,26700.0,27300.0,70056100,MBB
2026-01-12,27550.0,28200.0,27550.0,28200.0,57117990,MBB
2026-01-13,28250.0,28300.0,27450.0,27550.0,47035940,MBB
2026-01-14,27600.0,27950.0,26850.0,27150.0,45185050,MBB
2026-01-15,27050.0,27550.0,26800.0,27250.0,33829360,MBB
2026-01-16,27400.0,27700.0,27050.0,27050.0,20393290,MBB
2026-01-19,27200.0,27600.0,27150.0,27500.0,27345750,MBB
2026-01-20,27750.0,28000.0,27100.0,27400.0,29423950,MBB
2026-01-21,27300.0,27500.0,26900.0,27000.0,27106330,MBB
2026-01-22,27150.0,27450.0,26900.0,26950.0,18391920,MBB
2026-01-23,26950.0,27100.0,26650.0,26950.0,23071120,MBB
2026-01-26,26750.0,26850.0,26000.0,26100.0,32125490,MBB
2026-01-27,26150.0,26600.0,26100.0,26500.0,19207760,MBB
2026-01-28,26550.0,26750.0,26200.0,26550.0,18494830,MBB
2026-01-29,26900.0,26950.0,26300.0,26700.0,19332260,MBB
2026-01-30,26750.0,27200.0,26600.0,27200.0,28603280,MBB
2026-02-02,27200.0,27600.0,26950.0,27300.0,26020410,MBB
2026-02-03,27500.0,28100.0,27500.0,27700.0,51673370,MBB
2026-02-04,27850.0,28100.0,27550.0,27800.0,26863560,MBB
2026-02-05,27850.0,27900.0,27050.0,27050.0,25757460,MBB
2026-02-06,27000.0,28100.0,26450.0,27350.0,54310330,MBB
2026-02-09,27800.0,28100.0,27400.0,27600.0,25454040,MBB
2026-02-10,27800.0,28500.0,27500.0,27850.0,52693220,MBB
2026-02-11,28100.0,29500.0,28050.0,29000.0,104677800,MBB
2026-02-12,29300.0,29300.0,28300.0,28350.0,28098840,MBB
2026-02-13,28600.0,28600.0,28300.0,28300.0,24032640,MBB
2026-02-23,28800.0,28850.0,28300.0,28350.0,20860550,MBB
2026-02-24,28500.0,28500.0,28150.0,28250.0,27411840,MBB
2026-02-25,28500.0,29300.0,28300.0,28750.0,28864730,MBB
2026-02-26,28900.0,29100.0,28450.0,28800.0,18285020,MBB
2026-02-27,28750.0,28850.0,28500.0,28500.0,19570280,MBB
2026-03-02,28000.0,28200.0,27600.0,27650.0,54513190,MBB
2026-03-03,27750.0,27850.0,27000.0,27050.0,44727590,MBB
2026-03-04,27100.0,27400.0,26350.0,26950.0,45627890,MBB
2026-03-05,27450.0,27550.0,27000.0,27050.0,17726390,MBB
2026-03-06,27100.0,27150.0,26650.0,26700.0,29140540,MBB
2026-03-09,24900.0,25650.0,24850.0,24850.0,79179980,MBB
